MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.96,RI,1000,20,929.6851902170016,372.1575536454849,372.1575536454849,372.1575536454849,12248.0,12248,12248,6,3.0,3,3,65549110900.0,65549110900,65549110900
0.96,RI,1000,25,978.9203071240883,369.4427862125233,369.4427862125233,369.4427862125233,14585.0,14585,14585,6,3.0,3,3,62941837100.0,62941837100,62941837100
0.96,RI,1000,30,1091.2066136178526,373.99029550930567,373.99029550930567,373.99029550930567,10415.0,10415,10415,7,3.0,3,3,74476674800.0,74476674800,74476674800
0.96,RI,1000,40,980.7253506622878,387.4881694413649,387.4881694413649,387.4881694413649,12835.0,12835,12835,6,3.0,3,3,63736068300.0,63736068300,63736068300
0.96,RI,1000,50,1035.9413243566005,368.6950651898801,368.6950651898801,368.6950651898801,19721.0,19721,19721,6,3.0,3,3,61396138800.0,61396138800,61396138800
0.96,RI,1000,60,973.924578234428,448.706322360109,448.706322360109,448.706322360109,9159.0,9159,9159,6,3.0,3,3,74703748000.0,74703748000,74703748000
0.96,RI,1000,70,906.4448987780756,386.99135211117317,386.99135211117317,386.99135211117317,13085.0,13085,13085,6,3.0,3,3,64245113300.0,64245113300,64245113300
0.96,RI,1000,80,973.6965077874147,449.5568877039845,449.5568877039845,449.5568877039845,8691.0,8691,8691,6,3.0,3,3,155588593600.0,155588593600,155588593600
0.96,RI,1000,90,1077.124073881196,361.03467597176893,361.03467597176893,361.03467597176893,12701.0,12701,12701,7,3.0,3,3,71442085400.0,71442085400,71442085400
0.96,RI,1000,100,910.4645607757482,397.6789840011303,397.6789840011303,397.6789840011303,14019.0,14019,14019,6,3.0,3,3,69072656400.0,69072656400,69072656400
0.96,RI,1000,150,935.7397435169847,424.1817758969567,424.1817758969567,424.1817758969567,11126.0,11126,11126,6,3.0,3,3,64683192800.0,64683192800,64683192800
0.96,RI,1000,200,1031.6147300148243,453.8216107209509,453.8216107209509,453.8216107209509,13634.0,13634,13634,6,3.0,3,3,65037873200.0,65037873200,65037873200
0.96,RI,1000,300,1091.714059388058,361.1335001609543,361.1335001609543,361.1335001609543,14339.0,14339,14339,7,3.0,3,3,76757773900.0,76757773900,76757773900
